geneID	geneSymbol	bioType	length	geneInfo	chromosome	start	end
ENSG00000226263.1	ISM1-AS1	lncRNA	652	ISM1 antisense RNA 1	chr20	13237801	13239674
ENSG00000226266.6	AC009961.1	lncRNA	537.81	bromodomain adjacent to zinc finger domain 2B	chr2	159670708	159712444
ENSG00000226268.3	AC135977.1	processed_pseudogene	959		chr11	49433480	49434438
ENSG00000226270.3	ZNF736P2Y	processed_pseudogene	1279	zinc finger protein 736 pseudogene 2, Y-linked	chrY	24683657	24684935
ENSG00000226272.5	ARHGAP26-AS1	lncRNA	807.67	ARHGAP26 antisense RNA 1	chr5	142859604	142868922
ENSG00000226273.2	AC079305.2	processed_pseudogene	561	STUB1 pseudogene 1	chr2	177177695	177178255
ENSG00000226276.1	AC093382.1	lncRNA	379		chr2	215939308	215941719
ENSG00000226277.2	AC105393.1	lncRNA	1123		chr2	421057	424059
ENSG00000226278.1	PSPHP1	unprocessed_pseudogene	261	phosphoserine phosphatase pseudogene 1	chr7	55764797	55773288
ENSG00000226279.2	RPL12P10	processed_pseudogene	498	ribosomal protein L12 pseudogene 10	chr7	22881893	22882390
ENSG00000226280.2	AL049641.1	processed_pseudogene	1948	zinc finger protein 681 pseudogene	chrX	67373573	67375520
ENSG00000226281.4	AL031123.1	lncRNA	810.73		chr6	6692741	6801186
ENSG00000226284.1	ARPC3P1	processed_pseudogene	533	actin related protein 2/3 complex subunit 3 pseudogene 1	chr20	49134480	49135012
ENSG00000226285.1	NUP35P2	processed_pseudogene	943	nucleoporin 35 pseudogene 2	chr7	79543911	79544853
ENSG00000226286.1	AL008733.1	lncRNA	469		chr1	3132927	3133709
ENSG00000226287.8	TMEM191A	transcribed_unprocessed_pseudogene	781.29	transmembrane protein 191A (pseudogene)	chr22	20702007	20704490
ENSG00000226288.2	OR52I2	protein_coding	2940.33	olfactory receptor family 52 subfamily I member 2	chr11	4581743	4593340
ENSG00000226289.1	CDCA4P3	unprocessed_pseudogene	689	cell division cycle associated 4 pseudogene 3	chr1	207658454	207659142
ENSG00000226291.1	AC091729.2	lncRNA	302		chr7	1080863	1082178
ENSG00000226292.1	AL606495.1	processed_pseudogene	813	RPS3A pseudogene 10	chr1	166022215	166023027
ENSG00000226296.1	AC036101.1	lncRNA	597		chr10	53291072	53311065
ENSG00000226297.1	AC007677.1	processed_pseudogene	515	ribosomal protein L17 pseudogene 14	chr2	229003886	229004400
ENSG00000226298.1	RAD23BP3	processed_pseudogene	1152	RAD23B pseudogene 3	chr21	15694300	15696581
ENSG00000226299.2	RPSAP62	processed_pseudogene	833	ribosomal protein SA pseudogene 62	chrX	53322990	53323822
ENSG00000226301.3	PDCL3P1	processed_pseudogene	734	PDCL3 pseudogene 1	chr8	60387262	60387995
ENSG00000226302.1	AC122683.1	lncRNA	717		chr3	40603125	40605427
ENSG00000226304.1	AL358612.1	lncRNA	481	uncharacterized LOC101929073	chr10	25924448	25933710
ENSG00000226306.6	NPY6R	transcribed_processed_pseudogene	2050	neuropeptide Y receptor Y6 (pseudogene)	chr5	137801193	137810755
ENSG00000226307.1	HNRNPDLP1	processed_pseudogene	550	HNRNPDL pseudogene 1	chrX	95638375	95638924
ENSG00000226308.1	AL122058.1	lncRNA	709		chr20	57266768	57282998
ENSG00000226309.1	SMARCE1P2	processed_pseudogene	1219	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 2	chr6	84429584	84430802
ENSG00000226310.1	AL022157.1	lncRNA	665		chrX	57121572	57133925
ENSG00000226312.7	CFLAR-AS1	lncRNA	659	CFLAR antisense RNA 1	chr2	201140278	201157823
ENSG00000226313.1	MTCYBP12	processed_pseudogene	1134	MT-CYB pseudogene 12	chrX	5169512	5170645
ENSG00000226314.8	ZNF192P1	transcribed_unprocessed_pseudogene	988.25	ZKSCAN8 pseudogene 1	chr6	28161769	28169594
ENSG00000226317.3	LINC00351	lncRNA	946.5	long intergenic non-protein coding RNA 351	chr13	85363601	85544570
ENSG00000226318.1	RPS3AP38	processed_pseudogene	763	RPS3A pseudogene 38	chr10	67960702	67961464
ENSG00000226320.6	LINC01811	lncRNA	949.97	long intergenic non-protein coding RNA 1811	chr3	33956972	34677247
ENSG00000226321.5	CROCC2	protein_coding	5382	ciliary rootlet coiled-coil, rootletin family member 2	chr2	240906330	240993311
ENSG00000226323.1	AC006150.1	lncRNA	263		chr7	14814131	14816565
ENSG00000226324.1	AL358453.1	processed_pseudogene	250		chr1	71367054	71367303
ENSG00000226327.3	RPSAP49	processed_pseudogene	886	ribosomal protein SA pseudogene 49	chr9	88324454	88325339
ENSG00000226328.7	NUP50-DT	lncRNA	1501.38	NUP50 divergent transcript	chr22	45133020	45163811
ENSG00000226329.2	AC005682.1	unprocessed_pseudogene	1467		chr7	22863874	22881350
ENSG00000226330.1	AL606489.1	lncRNA	486	PPP1R15B and PIK3C2B antisense RNA 1	chr1	204377850	204435846
ENSG00000226331.1	RPL23AP28	processed_pseudogene	470	ribosomal protein L23a pseudogene 28	chr2	222044525	222044994
ENSG00000226332.2	AL354836.1	lncRNA	681		chr20	62305432	62306325
ENSG00000226334.1	AL359182.1	lncRNA	469		chr9	104927553	104928892
ENSG00000226336.2	MRPS16P3	processed_pseudogene	374	mitochondrial ribosomal protein S16 pseudogene 3	chr22	35703803	35704176
ENSG00000226337.3	AL353616.2	lncRNA	1739	TMEM252 divergent transcript	chr9	68541036	68644442
ENSG00000226338.1	AC079150.1	processed_pseudogene	78		chr2	153208086	153208163
ENSG00000226339.1	RPS26P56	processed_pseudogene	240	ribosomal protein S26 pseudogene 56	chrX	129408382	129408621
ENSG00000226340.1	AC105402.1	processed_pseudogene	545	USP8 pseudogene 2	chr2	148872253	148872797
ENSG00000226341.1	MTCYBP39	processed_pseudogene	491	MT-CYB pseudogene 39	chr2	116751158	116751648
ENSG00000226342.1	NMD3P1	processed_pseudogene	1488	NMD3 ribosome export adaptor pseudogene 1	chr7	63908966	63910453
ENSG00000226344.1	CST12P	unprocessed_pseudogene	362	cystatin 12, pseudogene	chr20	23475700	23479798
ENSG00000226345.1	AC083822.1	processed_pseudogene	201		chr3	196423322	196423522
ENSG00000226348.1	VN2R10P	unitary_pseudogene	853	vomeronasal 2 receptor 10, pseudogene	chr16	77220406	77221258
ENSG00000226349.1	AC099066.1	lncRNA	534		chr1	225710968	225736274
ENSG00000226352.2	PSPC1-AS2	lncRNA	376	PSPC1 antisense RNA 2	chr13	19674624	19675884
ENSG00000226353.1	TAF9P1	processed_pseudogene	515	TATA-box binding protein associated factor 9 pseudogene 1	chrY	17628513	17629402
ENSG00000226355.2	AL353803.1	lncRNA	888	uncharacterized LOC105376291	chr9	129438216	129447545
ENSG00000226356.2	RPS6P20	unprocessed_pseudogene	1109	ribosomal protein S6 pseudogene 20	chr12	131292068	131293176
ENSG00000226358.1	KRT8P38	processed_pseudogene	1430	keratin 8 pseudogene 38	chr10	88727485	88728914
ENSG00000226359.1	ACTG1P24	processed_pseudogene	877	actin gamma 1 pseudogene 24	chr17	17242010	17242886
ENSG00000226360.5	RPL10AP6	processed_pseudogene	652	ribosomal protein L10a pseudogene 6	chr3	61742455	61743106
ENSG00000226361.5	TERF1P5	processed_pseudogene	1207	TERF1 pseudogene 5	chr13	18680494	18681700
ENSG00000226362.2	FAM41AY2	lncRNA	906	family with sequence similarity 41 member A, Y-linked 2	chrY	18390994	18405046
ENSG00000226363.3	HAGLROS	lncRNA	1121	HAGLR opposite strand lncRNA	chr2	176177717	176179009
ENSG00000226364.1	LINC02089	lncRNA	682	long intergenic non-protein coding RNA 2089	chr17	52862121	52899588
ENSG00000226366.1	AC097463.1	processed_pseudogene	481	CCDC12 pseudogene 1	chr2	51926882	51927362
ENSG00000226367.6	ST7-AS2	lncRNA	1129.14	ST7 antisense RNA 2	chr7	117072072	117146480
ENSG00000226369.1	USP9YP11	unprocessed_pseudogene	717	USP9Y pseudogene 11	chrY	23934953	23940101
ENSG00000226370.1	LINC00375	lncRNA	601	long intergenic non-protein coding RNA 375	chr13	85065087	85078920
ENSG00000226372.3	DCAF8L1	protein_coding	3457	DDB1 and CUL4 associated factor 8 like 1	chrX	27977992	27981449
ENSG00000226374.3	LINC01345	lncRNA	1321.75	long intergenic non-protein coding RNA 1345	chr1	3944547	3949024
ENSG00000226375.1	AL022310.1	lncRNA	690		chr1	173174300	173175503
ENSG00000226376.1	AL135923.1	lncRNA	196		chr9	7930827	7935137
ENSG00000226377.2	AC084809.1	lncRNA	3024	MYO1D divergent transcript			
ENSG00000226380.9	AC016831.1	lncRNA	6067.91				
ENSG00000226383.7	LINC01876	lncRNA	1198.77	long intergenic non-protein coding RNA 1876	chr2	156011530	156254950
ENSG00000226386.1	PARD3-AS1	lncRNA	302	PARD3 divergent transcript	chr10	34815767	34816386
ENSG00000226387.2	SORCS3-AS1	lncRNA	1278	SORCS3 antisense RNA 1	chr10	104664608	104666200
ENSG00000226388.1	ELL2P4	processed_pseudogene	1376	elongation factor for RNA polymerase II 2 pseudogene 4	chrX	146553728	146555765
ENSG00000226389.3	MAPK6P6	processed_pseudogene	1053	mitogen-activated protein kinase 6 pseudogene 6	chr10	49771841	49773299
ENSG00000226390.1	AL353658.1	lncRNA	789	KCNQ2 antisense RNA 1	chr20	63448051	63449329
ENSG00000226392.1	MTATP6P21	unprocessed_pseudogene	189	MT-ATP6 pseudogene 21	chr7	67627831	67628019
ENSG00000226393.1	IFNA20P	unprocessed_pseudogene	528	interferon alpha 20, pseudogene	chr9	21321300	21321827
ENSG00000226394.2	AC093423.1	processed_pseudogene	142		chr1	89661212	89661353
ENSG00000226395.1	MRPS21P5	processed_pseudogene	231	mitochondrial ribosomal protein S21 pseudogene 5	chr10	28004702	28004932
ENSG00000226396.1	AL031727.1	processed_pseudogene	455		chr1	19608114	19608568
ENSG00000226397.8	C12orf77	lncRNA	1211.33	long intergenic non-protein coding RNA 2909	chr12	24993424	25006403
ENSG00000226398.1	AC013480.1	lncRNA	346		chr2	42015625	42025302
ENSG00000226400.2	AC010385.1	processed_pseudogene	256		chr5	28927029	28927284
ENSG00000226401.3	AC006015.1	unprocessed_pseudogene	570		chr7	63632608	63636617
ENSG00000226403.2	AL392089.1	lncRNA	367				
ENSG00000226405.1	AL133325.1	processed_pseudogene	382		chr20	21488244	21488625
ENSG00000226406.1	RBMX2P1	processed_pseudogene	836	RBMX2 pseudogene 1	chr21	14829154	14829989
ENSG00000226407.1	RPL23P11	processed_pseudogene	411	ribosomal protein L23 pseudogene 11	chr10	33864313	33864723
ENSG00000226409.3	AL450332.1	lncRNA	1160.29		chr6	125370034	125445193
ENSG00000226410.1	AC104058.1	processed_pseudogene	297		chr2	186162949	186163245
ENSG00000226411.1	AC079355.1	unprocessed_pseudogene	223		chr7	63699390	63700441
ENSG00000226412.1	LINC02628	lncRNA	862	long intergenic non-protein coding RNA 2628	chr10	33578931	33600040
ENSG00000226413.2	OR8T1P	unprocessed_pseudogene	918	olfactory receptor family 8 subfamily T member 1 pseudogene	chr12	48442030	48442947
ENSG00000226414.1	MTCYBP38	processed_pseudogene	1123	MT-CYB pseudogene 38	chrX	126729104	126730226
ENSG00000226415.1	TPI1P1	processed_pseudogene	750	triosephosphate isomerase 1 pseudogene 1	chr1	76699789	76700538
ENSG00000226416.1	MRPL23-AS1	lncRNA	1876	MRPL23 antisense RNA 1	chr11	1983237	1989993
ENSG00000226419.8	SLC16A1-AS1	lncRNA	2004.54	SLC16A1 antisense RNA 1	chr1	112956415	113047055
ENSG00000226420.1	IGLV3-4	IG_V_pseudogene	244	immunoglobulin lambda variable 3-4 (pseudogene)	chr22	22858025	22858268
ENSG00000226421.1	SLC25A5P5	processed_pseudogene	897	solute carrier family 25 member 5 pseudogene 5	chr7	32471513	32472409
ENSG00000226423.1	AC093642.1	lncRNA	565		chr2	242025183	242026176
ENSG00000226425.1	AL358613.1	lncRNA	442	CYP26C1 divergent transcript	chr10	93059663	93060426
ENSG00000226426.1	AC012558.1	lncRNA	622		chr10	64036345	64037280
ENSG00000226427.1	HMGN2P7	processed_pseudogene	273	high mobility group nucleosomal binding domain 2 pseudogene 7	chr3	15375373	15375645
ENSG00000226428.1	RPL15P13	processed_pseudogene	645	ribosomal protein L15 pseudogene 13	chr10	114900722	114901366
ENSG00000226429.2	AL590399.2	unprocessed_pseudogene	309		chr9	62395370	62395678
ENSG00000226430.6	USP17L7	protein_coding	2022	ubiquitin specific peptidase 17 like family member 7	chr8	12132417	12134099
ENSG00000226431.1	AL121929.1	lncRNA	524		chr10	103549075	103550964
ENSG00000226432.3	AC010342.1	processed_pseudogene	877		chr5	24170370	24171246
ENSG00000226433.2	AP000290.1	lncRNA	866.5		chr21	33152614	33159110
ENSG00000226435.10	ANKRD18DP	transcribed_unprocessed_pseudogene	1975	ankyrin repeat domain 18D, pseudogene	chr3	198053522	198080512
ENSG00000226436.1	AC002367.1	processed_pseudogene	405	H3 histone pseudogene 43	chrX	28659065	28659469
ENSG00000226438.1	AL442071.1	lncRNA	558		chr1	39249838	39257649
ENSG00000226439.3	AC108161.1	processed_pseudogene	402	ribosomal protein S12 pseudogene 9	chr4	61775449	61775850
ENSG00000226440.7	AL365214.2	lncRNA	737.67	LAMA4 antisense RNA 1	chr6	112236093	112307009
ENSG00000226441.2	PLCL2-AS1	lncRNA	311	PLCL2 antisense RNA 1	chr3	17042742	17044192
ENSG00000226442.2	AC006037.1	lncRNA	287		chr2	234109081	234109481
ENSG00000226443.3	GAPDHP32	processed_pseudogene	998	glyceraldehyde 3 phosphate dehydrogenase pseudogene 32	chr1	119533749	119534746
ENSG00000226444.2	ACTR3BP6	processed_pseudogene	1241	ACTR3B pseudogene 7	chr22	11124337	11125705
ENSG00000226445.2	BX322234.1	lncRNA	2479.73	THBS2 antisense RNA 1	chr6	169213254	169245773
ENSG00000226446.1	NOTCH2P1	processed_pseudogene	624	notch 2 pseudogene 1	chr1	119886304	119886927
ENSG00000226447.1	ZNF25-DT	lncRNA	444	ZNF25 divergent transcript	chr10	37976825	37992467
ENSG00000226448.1	RPL7AP51	processed_pseudogene	760	ribosomal protein L7a pseudogene 51	chr10	67334123	67334882
ENSG00000226449.1	CDY5P	unprocessed_pseudogene	1580	chromodomain Y-linked 5 pseudogene	chrY	17721598	17723177
ENSG00000226450.2	CYP2D8P	unprocessed_pseudogene	1490	ccytochrome P450 family 2 subfamily D member 8, pseudogene	chr22	42149886	42155001
ENSG00000226453.2	LINC02542	lncRNA	1548	long intergenic non-protein coding RNA 2542	chr6	81844602	82169391
ENSG00000226454.3	AL033380.1	lncRNA	916.33		chr6	40505507	40523963
ENSG00000226455.1	AL121787.1	lncRNA	647		chr6	89950116	89953186
ENSG00000226457.1	RPL22P3	processed_pseudogene	381	ribosomal protein L22 pseudogene 3	chr1	16369150	16369530
ENSG00000226461.3	OR10G5P	unprocessed_pseudogene	358	olfactory receptor family 10 subfamily G member 5 pseudogene	chr11	124009655	124010012
ENSG00000226465.3	AL390198.1	lncRNA	701.5		chr20	25697003	25752857
ENSG00000226466.2	RPA2P2	processed_pseudogene	796	replication protein A2 pseudogene 2	chr10	81136540	81137335
ENSG00000226468.2	AC018641.1	processed_pseudogene	796		chr7	32456963	32457758
ENSG00000226469.1	ADAM1B	unitary_pseudogene	2000	ADAM metallopeptidase domain 1B (pseudogene)	chr12	111927018	111929017
ENSG00000226470.1	RPS29P33	processed_pseudogene	146	ribosomal protein S29 pseudogene 33	chr9	17096301	17096446
ENSG00000226471.6	Z93930.2	lncRNA	503.34		chr22	28800683	28848559
ENSG00000226472.8	AC008013.1	transcribed_unprocessed_pseudogene	525.86		chr12	31005777	31005848
ENSG00000226473.2	PPIAP62	processed_pseudogene	481	peptidylprolyl isomerase A pseudogene 62	chr2	47939738	47940218
ENSG00000226474.1	AP000532.1	unprocessed_pseudogene	177		chr22	15615402	15615578
ENSG00000226476.4	LINC01748	lncRNA	1922.89	long intergenic non-protein coding RNA 1748	chr1	60515716	60640507
ENSG00000226477.1	AC245028.1	unprocessed_pseudogene	256		chr22	22814671	22814926
ENSG00000226478.3	UPF3AP1	processed_pseudogene	1126	UPF3A pseudogene 1	chr17	16745636	16746761
ENSG00000226479.4	TMEM185B	protein_coding	5922	transmembrane protein 185B	chr2	120217479	120223400
ENSG00000226480.1	OR7H1P	unprocessed_pseudogene	922	olfactory receptor family 7 subfamily H member 1 pseudogene	chr19	9278448	9279369
ENSG00000226481.3	ACTR3BP2	processed_pseudogene	1373	ACTR3B pseudogene 2	chr2	91940668	91942040
ENSG00000226482.1	ADIPOQ-AS1	lncRNA	3443	ADIPOQ antisense RNA 1	chr3	186851886	186856123
ENSG00000226483.2	AL392088.1	processed_pseudogene	670	ribosomal protein L7 like 1 pseudogene	chr1	108508574	108509243
ENSG00000226484.2	AL606516.1	lncRNA	1861	uncharacterized LOC101928627	chrX	36365626	36440292
ENSG00000226485.1	RBM22P3	processed_pseudogene	954	RNA binding motif protein 22 pseudogene 3	chr7	56490682	56491635
ENSG00000226486.2	LINC01035	lncRNA	1047.5	long intergenic non-protein coding RNA 1035	chr1	188905688	189037564
ENSG00000226487.1	AL139254.1	lncRNA	376		chr1	20412304	20413253
ENSG00000226488.2	LINC01824	lncRNA	1023.4	long intergenic non-protein coding RNA 1824	chr2	6495651	6511839
ENSG00000226489.1	AC104308.1	processed_pseudogene	333	ribosomal protein L36a pseudogene 17	chr3	35871866	35872198
ENSG00000226490.2	AC138647.1	protein_coding	613.5	chromosome 8 open reading frame 90	chr8	141514638	141518737
ENSG00000226491.1	FTOP1	processed_pseudogene	861	FTO pseudogene 1	chr2	42797225	42798712
ENSG00000226493.1	RPL26P27	processed_pseudogene	437	ribosomal protein L26 pseudogene 27	chr10	68499532	68499968
ENSG00000226496.3	LINC00323	lncRNA	2095	long intergenic non-protein coding RNA 323	chr21	41141493	41148198
ENSG00000226497.1	LINC02549	lncRNA	674	long intergenic non-protein coding RNA 2549	chr6	68226972	68329899
ENSG00000226498.2	RPSAP21	processed_pseudogene	885	ribosomal protein SA pseudogene 21	chr1	236819634	236820518
ENSG00000226499.1	AL136380.1	processed_pseudogene	162		chr1	44843921	44844082
ENSG00000226500.2	AC243772.1	processed_pseudogene	410		chr1	149754301	149754710
ENSG00000226501.2	USF1P1	processed_pseudogene	526	upstream transcription factor 1 pseudogene 1	chr21	33334596	33335097
ENSG00000226502.2	KRT8P27	processed_pseudogene	1457	keratin 8 pseudogene 27	chrX	64623117	64624573
ENSG00000226504.1	TMEM167AP1	processed_pseudogene	219	transmembrane protein 167A pseudogene 1	chrY	20907344	20907562
ENSG00000226506.6	AC007463.1	lncRNA	650.5	uncharacterized LOC101929551	chr2	7886767	7899725
ENSG00000226507.1	IPMKP1	processed_pseudogene	855	inositol polyphosphate multikinase pseudogene 1	chr13	22837026	22837880
ENSG00000226508.1	LINC01918	lncRNA	575.67	long intergenic non-protein coding RNA 1918	chr2	105144113	105145424
ENSG00000226509.1	AC005588.1	processed_pseudogene	162		chr7	153968665	153968826
ENSG00000226510.1	UPK1A-AS1	lncRNA	795	UPK1A antisense RNA 1	chr19	35667948	35673304
ENSG00000226515.1	AC004386.2	processed_pseudogene	148		chrX	74342713	74342860
ENSG00000226516.7	FAM138B	lncRNA	1181	family with sequence similarity 138 member B	chr2	113577382	113578852
ENSG00000226519.2	LINC00390	lncRNA	3151.12	long intergenic non-protein coding RNA 390	chr13	44094822	44147765
ENSG00000226520.1	KIRREL1-IT1	lncRNA	587	KIRREL1 intronic transcript 1	chr1	158025550	158031166
ENSG00000226521.7	AC087499.2	transcribed_unprocessed_pseudogene	945		chr17	20716483	20737127
ENSG00000226522.1	AC004994.1	lncRNA	313	HDAC9 antisense RNA 1	chr7	18892096	18899433
ENSG00000226523.1	AC074375.1	processed_pseudogene	192		chr2	42680088	42680279
ENSG00000226525.5	RPS7P10	processed_pseudogene	603	ribosomal protein S7 pseudogene 10	chr13	21628413	21629015
ENSG00000226526.1	AL049569.1	lncRNA	636		chr1	16978926	17005091
ENSG00000226527.2	AP000289.1	lncRNA	1843	uncharacterized LOC101928107	chr21	33110867	33123725
ENSG00000226529.1	MTND1P1	processed_pseudogene	368	MT-ND1 pseudogene 1	chrY	8371663	8372030
ENSG00000226530.2	AL158055.1	lncRNA	3175.67		chrX	51395915	51465839
ENSG00000226532.1	AL022718.1	processed_pseudogene	84		chrX	124326175	124326258
ENSG00000226533.1	BTBD9-AS1	lncRNA	560	BTBD9 antisense RNA 1	chr6	38481692	38482531
ENSG00000226534.1	AP000552.1	processed_pseudogene	689	sushi domain containing 2 pseudogene 1	chr22	21370064	21371945
ENSG00000226535.1	AL445487.1	processed_pseudogene	1580		chr9	107169569	107171148
ENSG00000226536.1	SETP15	processed_pseudogene	337	SET pseudogene 15	chrX	15917548	15918631
ENSG00000226537.2	OR7E33P	unprocessed_pseudogene	966	olfactory receptor family 7 subfamily E member 33 pseudogene	chr13	67910986	67911951
ENSG00000226539.1	AC012512.1	processed_pseudogene	718	MLX pseudogene 1	chr2	223704621	223705338
ENSG00000226540.2	GAPDHP73	processed_pseudogene	1007	glyceraldehyde-3-phosphate dehydrogenase pseudogene 73	chr6	135619165	135620171
ENSG00000226541.1	AL359633.1	processed_pseudogene	310	ribosomal protein L36 pseudogene 10	chr6	46438310	46438619
ENSG00000226542.1	AC114814.1	lncRNA	691		chr2	235084822	235088586
ENSG00000226543.3	MYL6P1	processed_pseudogene	453	MYL6 pseudogene 1	chr21	43855890	43856342
ENSG00000226544.4	RPL7P22	processed_pseudogene	733	ribosomal protein L7 pseudogene 22	chr5	72725419	72726151
ENSG00000226545.1	AL357552.1	unprocessed_pseudogene	415	ribosomal protein L27 pseudogene	chr1	8798475	8799506
ENSG00000226547.2	SSU72P1	processed_pseudogene	583	SSU72 pseudogene 1	chrX	114390674	114391256
ENSG00000226548.1	AC016722.1	lncRNA	652		chr2	46852020	46853496
ENSG00000226549.3	SCDP1	processed_pseudogene	1081	stearoyl-CoA desaturase pseudogene 1	chr17	20784645	20785725
ENSG00000226552.2	BX284613.1	processed_pseudogene	1641	alkylated DNA repair protein alkB homolog 8-like	chr1	171083565	171085205
ENSG00000226553.1	AC018735.1	processed_pseudogene	1502	inosine monophosphate dehydrogenase 1 pseudogene 7	chr2	187001876	187003377
ENSG00000226554.1	MTCL1P1	processed_pseudogene	792	MTCL1 pseudogene 1	chr13	70923664	70924455
ENSG00000226555.1	AGKP1	processed_pseudogene	1263	AGK pseudogene 1	chrY	14639096	14640358
ENSG00000226556.2	NPM1P49	processed_pseudogene	714	nucleophosmin 1 pseudogene 49	chrX	47438736	47439774
ENSG00000226557.1	TRAF6P1	processed_pseudogene	1558	TNF receptor associated factor 6 pseudogene 1	chr10	59136625	59138182
ENSG00000226558.1	AL590383.1	processed_pseudogene	75		chr6	43364220	43364294
ENSG00000226562.4	CYP4F26P	lncRNA	1169.33	cytochrome P450 family 4 subfamily F member 26, pseudogene	chr9	33580695	33607874
ENSG00000226564.1	FTH1P20	processed_pseudogene	548	ferritin heavy chain 1 pseudogene 20	chr2	180872867	180873414
ENSG00000226565.2	AL445493.1	processed_pseudogene	77		chr1	207150205	207150281
ENSG00000226566.2	AL390962.1	lncRNA	526		chr9	103361952	103429892
ENSG00000226567.2	LINC00606	lncRNA	2120.33	long intergenic non-protein coding RNA 606	chr3	10759350	10764209
ENSG00000226570.2	AL450304.1	processed_pseudogene	759		chr1	182955390	182956148
ENSG00000226571.2	AL592429.2	lncRNA	914		chr6	139271362	139667284
ENSG00000226572.1	SNORD57	snoRNA	72	small nucleolar RNA, C/D box 57	chr20	2656939	2657010
ENSG00000226573.1	AC003071.2	processed_pseudogene	315	ribosomal protein L36 pseudogene 17	chr22	30105094	30105408
ENSG00000226576.1	AC060234.1	lncRNA	474		chr10	48984564	49018897
ENSG00000226577.1	MICC	unprocessed_pseudogene	1055	MHC class I polypeptide-related sequence C (pseudogene)	chr6	30414715	30419319
ENSG00000226578.1	AL132657.1	lncRNA	712		chr10	37775371	37784131
ENSG00000226579.1	MTCYBP31	processed_pseudogene	1122	MT-CYB pseudogene 31	chrX	70120353	70121474
ENSG00000226580.1	RPL39P40	processed_pseudogene	146	ribosomal protein L39 pseudogene 40	chr21	17500679	17500824
ENSG00000226581.2	AC092634.3	lncRNA	1260.6	long intergenic non-protein coding RNA 2848	chr7	63900313	63925202
ENSG00000226582.1	UBE2V1P5	processed_pseudogene	405	UBE2V1 pseudogene 5	chr10	114117147	114117551
ENSG00000226587.1	AC006455.1	lncRNA	517		chr7	63326674	63354326
ENSG00000226590.1	UBE2V1P10	processed_pseudogene	269	UBE2V1 pseudogene 10	chr9	85159682	85159950
ENSG00000226592.1	AC004911.1	processed_pseudogene	871		chr7	145269514	145270384
ENSG00000226594.1	AL356421.2	lncRNA	197		chr6	47729827	47740741
ENSG00000226595.1	AC245291.1	unprocessed_pseudogene	328		chr22	22465659	22465986
ENSG00000226597.1	IFNWP9	unprocessed_pseudogene	591	interferon omega 1 pseudogene 9	chr9	21190654	21191244
ENSG00000226599.1	AL450344.2	lncRNA	614		chr6	150650772	150652025
ENSG00000226600.3	CT47A9	protein_coding	1298	cancer/testis antigen family 47 member A9	chrX	120943561	120946883
ENSG00000226601.1	AL359979.1	lncRNA	487		chr1	223181144	223188154
ENSG00000226604.2	PAPPA-AS2	lncRNA	1854	PAPPA antisense RNA 2	chr9	116285829	116288769
ENSG00000226605.1	AC092567.1	lncRNA	251		chr2	62826064	62858438
ENSG00000226608.3	FTLP3	processed_pseudogene	528	ferritin light chain pseudogene 3	chr20	4023917	4024444
ENSG00000226609.2	AL390067.1	lncRNA	1023.86	SNX30 divergent transcript	chr9	112748902	112750565
ENSG00000226611.2	OFD1P2Y	unprocessed_pseudogene	1149	OFD1 pseudogene 2 Y-linked	chrY	18080681	18096202
ENSG00000226616.1	OR52M2P	unprocessed_pseudogene	959	olfactory receptor family 52 subfamily M member 2 pseudogene	chr11	4514966	4515924
ENSG00000226617.1	RPL21P110	processed_pseudogene	446	ribosomal protein L21 pseudogene 110	chr13	72703693	72704138
ENSG00000226619.1	AL137001.1	lncRNA	199		chr13	19027837	19028701
ENSG00000226620.8	LINC00343	lncRNA	1475.02	long intergenic non-protein coding RNA 343	chr13	105702699	105797539
ENSG00000226621.1	AC083855.1	processed_pseudogene	258		chr3	11290406	11290663
ENSG00000226622.6	AC092155.1	lncRNA	993.27		chr2	62533681	62662829
ENSG00000226624.1	AC005099.1	processed_pseudogene	610	ribosomal protein L13a pseudogene 16	chr7	105819492	105820101
ENSG00000226625.1	RBM17P1	processed_pseudogene	1190	RNA binding motif protein 17 pseudogene 1	chr9	39154075	39155479
ENSG00000226626.2	NOP56P2	processed_pseudogene	769	NOP56 ribonucleoprotein pseudogene 2	chr9	23681894	23682662
ENSG00000226627.2	SHANK2-AS1	lncRNA	2537	SHANK2 antisense RNA 1	chr11	70626441	70635658
ENSG00000226629.1	LINC00974	lncRNA	2141	long intergenic non-protein coding RNA 974	chr17	41549606	41554495
ENSG00000226631.1	SLC9A3P3	processed_pseudogene	2229	solute carrier family 9 member 3 pseudogene 3	chr10	50025135	50027363
ENSG00000226632.1	UBE2V1P1	processed_pseudogene	445	UBE2V1 pseudogene 1	chr20	3361880	3362324
ENSG00000226633.2	PPIAP28	processed_pseudogene	485	peptidylprolyl isomerase A pseudogene 28	chr13	20178978	20179462
ENSG00000226636.1	AC006020.1	processed_pseudogene	1854		chr7	122159300	122162243
ENSG00000226640.2	AL357793.1	lncRNA	401		chr1	193678894	193727035
ENSG00000226641.1	AL391647.1	processed_pseudogene	511	SHISA5 pseudogene 1	chrX	41322601	41323111
ENSG00000226642.1	ACTG1P12	processed_pseudogene	1166	actin gamma 1 pseudogene 12	chr3	12070195	12071360
